# Gene Family	demo_Abundance-CPM
UniRef90_R5B2J6|unclassified	360.868
UniRef90_R5AWW5	360.2
UniRef90_R5AWW5|unclassified	360.2
UniRef90_A7LXT0	360.177
UniRef90_A7LXT0|unclassified	360.177
UniRef90_A0A015Y6C2	358.73
UniRef90_A0A015Y6C2|unclassified	358.73
UniRef90_A0A0K6BQY7	358.089
UniRef90_A0A0K6BQY7|unclassified	358.089
UniRef90_D4VKR6	358.087
UniRef90_D4VKR6|unclassified	358.087
UniRef90_A0A174C798	357.853
UniRef90_A0A174C798|unclassified	357.853
UniRef90_R6KBI0	357.545
UniRef90_R6KBI0|unclassified	357.545
UniRef90_A0A078Q447	357.321
UniRef90_A0A078Q447|unclassified	357.321
UniRef90_Q8A1G0	356.817
UniRef90_Q8A1G0|unclassified	356.817
UniRef90_K5DBE6	356.75
UniRef90_K5DBE6|unclassified	356.75
UniRef90_A0A1G6G6U1	356.71
UniRef90_A0A1G6G6U1|unclassified	356.71
UniRef90_Q8A469	356.323
UniRef90_Q8A469|unclassified	356.323
UniRef90_R5B0U0	355.736
UniRef90_R5B0U0|unclassified	355.736
UniRef90_L1PB72	355.165
UniRef90_L1PB72|unclassified	355.165
UniRef90_C3QAH0	354.929
UniRef90_C3QAH0|unclassified	354.929
UniRef90_A0A0P0F5A8	354.209
UniRef90_A0A0P0F5A8|unclassified	354.209
UniRef90_R5B4U4	354.108
UniRef90_R5B4U4|unclassified	354.108
UniRef90_R5AV87	353.525
UniRef90_R5AV87|unclassified	353.525
UniRef90_A0A139LCU5	353.161
UniRef90_A0A139LCU5|unclassified	353.161
UniRef90_A0A174KAJ0	352.382
UniRef90_A0A174KAJ0|unclassified	352.382
UniRef90_D6CXY4	352.241
UniRef90_D6CXY4|unclassified	352.241
UniRef90_A0A173XX50	351.404
UniRef90_A0A173XX50|unclassified	351.404
UniRef90_R5B2B1	351.341
UniRef90_R5B2B1|unclassified	351.341
UniRef90_A0A139KTJ3	350.96
UniRef90_A0A139KTJ3|unclassified	350.96
UniRef90_A0A174RWI3	350.808
UniRef90_A0A174RWI3|unclassified	350.808
UniRef90_A0A174GN23	350.232
UniRef90_A0A174GN23|unclassified	350.232
UniRef90_A0A1Y4Q0L6	349.142
UniRef90_A0A1Y4Q0L6|unclassified	349.142
UniRef90_A0A3A9BR19	348.839
UniRef90_A0A3A9BR19|unclassified	348.839
UniRef90_A0A174BMU3	348.789
UniRef90_A0A174BMU3|unclassified	348.789
UniRef90_A0A174AX15	347.782
UniRef90_A0A174AX15|unclassified	347.782
UniRef90_A0A174I4A7	347.772
UniRef90_A0A174I4A7|unclassified	347.772
UniRef90_A0A2V1IPF7	346.311
UniRef90_A0A2V1IPF7|unclassified	346.311
UniRef90_A0A173XRR6	346.202
UniRef90_A0A173XRR6|unclassified	346.202
UniRef90_P94598	345.416
UniRef90_P94598|unclassified	345.416
UniRef90_R5B249	344.959
UniRef90_R5B249|unclassified	344.959
UniRef90_A0A015PDZ5	344.928
UniRef90_A0A015PDZ5|unclassified	344.928
UniRef90_E5C9C0	344.222
UniRef90_E5C9C0|unclassified	344.222
UniRef90_R5B7H9	343.97
UniRef90_R5B7H9|unclassified	343.97
UniRef90_A0A173ZQJ7	343.604
UniRef90_A0A173ZQJ7|unclassified	343.604
UniRef90_A0A173UG62	343.116
UniRef90_A0A173UG62|unclassified	343.116
UniRef90_W6PCF0	343.001
UniRef90_W6PCF0|unclassified	343.001
UniRef90_C6IGG8	341.953
UniRef90_C6IGG8|unclassified	341.953
UniRef90_R5AWJ5	341.458
UniRef90_R5AWJ5|unclassified	341.458
UniRef90_E5CD28	340.688
UniRef90_E5CD28|unclassified	340.688
UniRef90_A0A1G6GC65	339.11
UniRef90_A0A1G6GC65|unclassified	339.11
UniRef90_R5AZY9	338.885
UniRef90_R5AZY9|unclassified	338.885
UniRef90_A7LT54	338.763
UniRef90_A7LT54|unclassified	338.763
UniRef90_R5V0P0	338.204
UniRef90_R5V0P0|unclassified	338.204
UniRef90_R5B6X7	337.059
UniRef90_R5B6X7|unclassified	337.059
UniRef90_A0A173XZC3	337.013
UniRef90_A0A173XZC3|unclassified	337.013
UniRef90_R5B8L0	336.972
UniRef90_R5B8L0|unclassified	336.972
UniRef90_R5B7F2	336.666
UniRef90_R5B7F2|unclassified	336.666
UniRef90_A0A174EYX9	336.228
UniRef90_A0A174EYX9|unclassified	336.228
UniRef90_A0A174GSV2	335.722
UniRef90_A0A174GSV2|unclassified	335.722
UniRef90_A0A174F124	333.582
UniRef90_A0A174F124|unclassified	333.582
UniRef90_A0A081U003	332.851
UniRef90_A0A081U003|unclassified	332.851
UniRef90_A0A0P0FER8	332.019
UniRef90_A0A0P0FER8|unclassified	332.019
UniRef90_A0A174M316	331.759
UniRef90_A0A174M316|unclassified	331.759
UniRef90_E1YRP3	331.563
UniRef90_E1YRP3|unclassified	331.563
UniRef90_D6D3P5	330.629
UniRef90_D6D3P5|unclassified	330.629
UniRef90_A0A0N7IAS3	330.265
UniRef90_A0A0N7IAS3|unclassified	330.265
UniRef90_R5B7F8	329.704
UniRef90_R5B7F8|unclassified	329.704
UniRef90_A0A1C7GYP6	329.415
UniRef90_A0A1C7GYP6|unclassified	329.415
UniRef90_A0A0N7J704	328.943
UniRef90_A0A0N7J704|unclassified	328.943
UniRef90_A0A0P0FBL5	327.98
UniRef90_A0A0P0FBL5|unclassified	327.98
UniRef90_A7LXU3	327.733
UniRef90_A7LXU3|unclassified	327.733
UniRef90_R7KG75	327.604
UniRef90_R7KG75|unclassified	327.604
UniRef90_R5B6L4	327.347
UniRef90_R5B6L4|unclassified	327.347
UniRef90_D6D111	327.189
UniRef90_D6D111|unclassified	327.189
UniRef90_A5ZEZ9	326.592
UniRef90_A5ZEZ9|unclassified	326.592
UniRef90_A0A0P0FHX0	326.319
UniRef90_A0A0P0FHX0|unclassified	326.319
UniRef90_A0A078Q0G7	325.935
UniRef90_A0A078Q0G7|unclassified	325.935
UniRef90_R5B8F4	325.853
UniRef90_R5B8F4|unclassified	325.853
UniRef90_I9S795	325.221
UniRef90_I9S795|unclassified	325.221
UniRef90_Q8A4A2	324.479
UniRef90_Q8A4A2|unclassified	324.479
UniRef90_A0A081TW72	324.2
UniRef90_A0A081TW72|unclassified	324.2
UniRef90_P49942	323.702
UniRef90_P49942|unclassified	323.702
UniRef90_C3QYN2	322.598
UniRef90_C3QYN2|unclassified	322.598
UniRef90_R5B6B0	322.072
UniRef90_R5B6B0|unclassified	322.072
UniRef90_R5AZS3	321.871
UniRef90_R5AZS3|unclassified	321.871
UniRef90_A0A3E5HUD6	321.193
UniRef90_A0A3E5HUD6|unclassified	321.193
UniRef90_A0A173Y2V6	320.299
UniRef90_A0A173Y2V6|unclassified	320.299
UniRef90_A0A174PBA4	319.807
UniRef90_A0A174PBA4|unclassified	319.807
UniRef90_A0A174BHM8	319.724
UniRef90_A0A174BHM8|unclassified	319.724
UniRef90_R5AWM0	319.337
UniRef90_R5AWM0|unclassified	319.337
UniRef90_R6JNQ2	319.106
UniRef90_R6JNQ2|unclassified	319.106
UniRef90_R5B353	319.087
UniRef90_R5B353|unclassified	319.087
UniRef90_D6CY43	319
UniRef90_D6CY43|unclassified	319
UniRef90_R5BCL4	318.169
UniRef90_R5BCL4|unclassified	318.169
UniRef90_W6PCV4	317.652
UniRef90_W6PCV4|unclassified	317.652
UniRef90_A0A174BQR0	317.557
UniRef90_A0A174BQR0|unclassified	317.557
UniRef90_E5C8W4	317.309
UniRef90_E5C8W4|unclassified	317.309
UniRef90_Q8A2S4	316.842
UniRef90_Q8A2S4|unclassified	316.842
UniRef90_R5B0G0	316.145
UniRef90_R5B0G0|unclassified	316.145
UniRef90_R5BA18	315.972
UniRef90_R5BA18|unclassified	315.972
UniRef90_A0A174UXW6	315.793
UniRef90_A0A174UXW6|unclassified	315.793
UniRef90_C3Q9Z8	315.561
UniRef90_C3Q9Z8|unclassified	315.561
UniRef90_A0A0N7I9S5	315.379
UniRef90_A0A0N7I9S5|unclassified	315.379
UniRef90_A0A174P957	315.291
UniRef90_A0A174P957|unclassified	315.291
UniRef90_F3ZQQ0	314.718
UniRef90_F3ZQQ0|unclassified	314.718
UniRef90_D6CXV5	314.695
UniRef90_D6CXV5|unclassified	314.695
UniRef90_R5AVT8	314.162
UniRef90_R5AVT8|unclassified	314.162
UniRef90_A0A078Q2E8	313.019
UniRef90_A0A078Q2E8|unclassified	313.019
UniRef90_D1JPK9	312.038
UniRef90_D1JPK9|unclassified	312.038
UniRef90_A0A0P0EQJ8	311.999
UniRef90_A0A0P0EQJ8|unclassified	311.999
UniRef90_Q8A5K8	311.868
UniRef90_Q8A5K8|unclassified	311.868
UniRef90_R5B8V1	311.334
UniRef90_R5B8V1|unclassified	311.334
UniRef90_A0A2M9UZF8	311.199
UniRef90_A0A2M9UZF8|unclassified	311.199
UniRef90_R5AXN1	310.415
UniRef90_R5AXN1|unclassified	310.415
UniRef90_R5B1Q2	310.091
UniRef90_R5B1Q2|unclassified	310.091
UniRef90_A0A1C7H218	309.815
UniRef90_A0A1C7H218|unclassified	309.815
UniRef90_A0A174QQT5	309.088
UniRef90_A0A174QQT5|unclassified	309.088
UniRef90_I9SZ35	308.542
UniRef90_I9SZ35|unclassified	308.542
UniRef90_R6K3Z5	308.312
UniRef90_R6K3Z5|unclassified	308.312
UniRef90_E4MDP0	308.028
UniRef90_E4MDP0|unclassified	308.028
UniRef90_R5AZM0	307.769
UniRef90_R5AZM0|unclassified	307.769
UniRef90_A0A078Q099	306.016
UniRef90_A0A078Q099|unclassified	306.016
UniRef90_A0A395VY67	305.598
UniRef90_A0A395VY67|unclassified	305.598
UniRef90_A0A1V6H6Z3	305.5
UniRef90_A0A1V6H6Z3|unclassified	305.5
UniRef90_A0A0P0GD67	305.478
UniRef90_A0A0P0GD67|unclassified	305.478
UniRef90_R5AVR8	305.441
UniRef90_R5AVR8|unclassified	305.441
UniRef90_Q8AA27	305.289
UniRef90_Q8AA27|unclassified	305.289
UniRef90_Q8A8D9	304.337
UniRef90_Q8A8D9|unclassified	304.337
UniRef90_A0A174B9Q2	304.015
UniRef90_A0A174B9Q2|unclassified	304.015
UniRef90_Q8A624	303.457
UniRef90_Q8A624|unclassified	303.457
UniRef90_A0A078QC54	303.428
UniRef90_A0A078QC54|unclassified	303.428
UniRef90_R5B158	302.957
UniRef90_R5B158|unclassified	302.957
UniRef90_R5AU85	302.628
UniRef90_R5AU85|unclassified	302.628
UniRef90_R5AYW0	302.601
UniRef90_R5AYW0|unclassified	302.601
UniRef90_D6D8A6	302.338
UniRef90_D6D8A6|unclassified	302.338
UniRef90_W6P6L4	301.726
UniRef90_W6P6L4|unclassified	301.726
UniRef90_A0A2M9UUD5	301.655
UniRef90_A0A2M9UUD5|unclassified	301.655
UniRef90_A0A1C5NHH2	301.386
UniRef90_A0A1C5NHH2|unclassified	301.386
UniRef90_A0A174HVV1	301.264
UniRef90_A0A174HVV1|unclassified	301.264
UniRef90_W4P968	301.228
UniRef90_W4P968|unclassified	301.228
UniRef90_Q8A6M0	301.215
UniRef90_Q8A6M0|unclassified	301.215
UniRef90_R5B1D3	301.193
UniRef90_R5B1D3|unclassified	301.193
UniRef90_Q9RQ13	301.142
UniRef90_Q9RQ13|unclassified	301.142
UniRef90_I9UMJ5	300.786
UniRef90_I9UMJ5|unclassified	300.786
UniRef90_A0A015QC38	300.573
UniRef90_A0A015QC38|unclassified	300.573
UniRef90_C3QVJ0	300.559
UniRef90_C3QVJ0|unclassified	300.559
UniRef90_A0A174HPA4	300.34
UniRef90_A0A174HPA4|unclassified	300.34
UniRef90_R5AYG6	299.853
UniRef90_R5AYG6|unclassified	299.853
UniRef90_Q8A005	299.803
UniRef90_Q8A005|unclassified	299.803
UniRef90_R6K5L8	299.585
UniRef90_R6K5L8|unclassified	299.585
UniRef90_A0A078Q1N8	299.534
UniRef90_A0A078Q1N8|unclassified	299.534
UniRef90_R5AZK8	298.519
UniRef90_R5AZK8|unclassified	298.519
UniRef90_R5B4A6	298.449
UniRef90_R5B4A6|unclassified	298.449
UniRef90_R5B925	298.18
UniRef90_R5B925|unclassified	298.18
UniRef90_A0A174KGL0	298.015
UniRef90_A0A174KGL0|unclassified	298.015
UniRef90_F9Z4Q9	297.367
UniRef90_F9Z4Q9|unclassified	297.367
UniRef90_D7JB39	297.192
UniRef90_D7JB39|unclassified	297.192
UniRef90_A0A0P0EX40	296.697
UniRef90_A0A0P0EX40|unclassified	296.697
UniRef90_R5AXR1	296.644
UniRef90_R5AXR1|unclassified	296.644
UniRef90_R5B0W3	296.568
UniRef90_R5B0W3|unclassified	296.568
UniRef90_A0A173ZH74	296.258
UniRef90_A0A173ZH74|unclassified	296.258
UniRef90_R5BB90	295.77
UniRef90_R5BB90|unclassified	295.77
UniRef90_R5UNG3	295.61
UniRef90_R5UNG3|unclassified	295.61
UniRef90_A0A173XEM4	294.468
UniRef90_A0A173XEM4|unclassified	294.468
UniRef90_A0A078Q0E0	294.12
UniRef90_A0A078Q0E0|unclassified	294.12
UniRef90_Q8A044	294.109
UniRef90_Q8A044|unclassified	294.109
UniRef90_W6PKQ7	294.055
UniRef90_W6PKQ7|unclassified	294.055
UniRef90_A0A173Y5D7	293.892
UniRef90_A0A173Y5D7|unclassified	293.892
UniRef90_C3QHA8	293.578
UniRef90_C3QHA8|unclassified	293.578
UniRef90_R5AZV7	293.515
UniRef90_R5AZV7|unclassified	293.515
UniRef90_A0A076J530	293.224
UniRef90_A0A076J530|unclassified	293.224
UniRef90_A0A174AZZ6	292.832
UniRef90_A0A174AZZ6|unclassified	292.832
UniRef90_C3R2M1	292.773
UniRef90_C3R2M1|unclassified	292.773
UniRef90_R5AYY5	292.2
UniRef90_R5AYY5|unclassified	292.2
UniRef90_A0A174HPR0	291.785
UniRef90_A0A174HPR0|unclassified	291.785
UniRef90_R5B5A7	291.509
UniRef90_R5B5A7|unclassified	291.509
UniRef90_R5B1Z0	290.941
UniRef90_R5B1Z0|unclassified	290.941
UniRef90_Q8A8Y4	290.869
UniRef90_Q8A8Y4|unclassified	290.869
UniRef90_R6J4G3	290.457
UniRef90_R6J4G3|unclassified	290.457
UniRef90_Q8AA15	290.359
UniRef90_Q8AA15|unclassified	290.359
UniRef90_R5B679	290.116
UniRef90_R5B679|unclassified	290.116
UniRef90_R5B5Y0	289.994
UniRef90_R5B5Y0|unclassified	289.994
UniRef90_R5B9V4	289.929
UniRef90_R5B9V4|unclassified	289.929
UniRef90_R5B9K8	289.86
UniRef90_R5B9K8|unclassified	289.86
UniRef90_F7LC31	289.106
UniRef90_F7LC31|unclassified	289.106
UniRef90_R5B798	288.86
UniRef90_R5B798|unclassified	288.86
UniRef90_D4WFS7	288.791
UniRef90_D4WFS7|unclassified	288.791
UniRef90_A0A0P0ESE9	288.765
UniRef90_A0A0P0ESE9|unclassified	288.765
UniRef90_R5B2H9	288.696
UniRef90_R5B2H9|unclassified	288.696
UniRef90_R6JNK4	288.219
UniRef90_R6JNK4|unclassified	288.219
UniRef90_A0A0P0FMX5	288.076
UniRef90_A0A0P0FMX5|unclassified	288.076
UniRef90_E1WRK2	287.058
UniRef90_E1WRK2|unclassified	287.058
UniRef90_D7K304	287.037
UniRef90_D7K304|unclassified	287.037
UniRef90_E5CE90	286.663
UniRef90_E5CE90|unclassified	286.663
UniRef90_D4VQH3	286.555
UniRef90_D4VQH3|unclassified	286.555
UniRef90_A0A0P0FAE2	286.001
UniRef90_A0A0P0FAE2|unclassified	286.001
UniRef90_R5B661	285.986
UniRef90_R5B661|unclassified	285.986
UniRef90_A0A1C5RXC7	285.952
UniRef90_A0A1C5RXC7|unclassified	285.952
UniRef90_A7M608	285.937
UniRef90_A7M608|unclassified	285.937
UniRef90_D0TV41	285.868
UniRef90_D0TV41|unclassified	285.868
UniRef90_R5BAF4	285.834
UniRef90_R5BAF4|unclassified	285.834
UniRef90_R5B1G7	285.82
UniRef90_R5B1G7|unclassified	285.82
UniRef90_D6CZ15	284.653
UniRef90_D6CZ15|unclassified	284.653
UniRef90_R5AVE8	284.645
UniRef90_R5AVE8|unclassified	284.645
UniRef90_D4VP73	283.868
UniRef90_D4VP73|unclassified	283.868
UniRef90_R5BBC8	283.686
UniRef90_R5BBC8|unclassified	283.686
UniRef90_R5AX55	283.503
UniRef90_R5AX55|unclassified	283.503
UniRef90_A0A174ILU4	283.04
UniRef90_A0A174ILU4|unclassified	283.04
UniRef90_I9JFK4	282.906
UniRef90_I9JFK4|unclassified	282.906
UniRef90_A0A173YUZ6	282.63
UniRef90_A0A173YUZ6|unclassified	282.63
UniRef90_C6IP85	282.478
UniRef90_C6IP85|unclassified	282.478
UniRef90_A0A1C6FMQ7	282.042
UniRef90_A0A1C6FMQ7|unclassified	282.042
UniRef90_A0A139KUX8	281.898
UniRef90_A0A139KUX8|unclassified	281.898
UniRef90_A0A0P0FKP3	281.465
UniRef90_A0A0P0FKP3|unclassified	281.465
UniRef90_D4VLF6	280.398
UniRef90_D4VLF6|unclassified	280.398
UniRef90_I9EZE0	280.167
UniRef90_I9EZE0|unclassified	280.167
UniRef90_R5B1U4	279.587
UniRef90_R5B1U4|unclassified	279.587
UniRef90_R5BBV0	279.444
UniRef90_R5BBV0|unclassified	279.444
UniRef90_A0A3A9BZK7	279.134
UniRef90_A0A3A9BZK7|unclassified	279.134
UniRef90_Q8A2B1	278.963
UniRef90_Q8A2B1|unclassified	278.963
UniRef90_Q8A767	278.861
UniRef90_Q8A767|unclassified	278.861
UniRef90_A0A174JI15	278.775
UniRef90_A0A174JI15|unclassified	278.775
UniRef90_A0A174A7B1	278.075
UniRef90_A0A174A7B1|unclassified	278.075
UniRef90_A0A397WLU0	277.681
UniRef90_A0A397WLU0|unclassified	277.681
UniRef90_R5BBQ8	277.524
UniRef90_R5BBQ8|unclassified	277.524
UniRef90_D4VKR7	277.364
UniRef90_D4VKR7|unclassified	277.364
UniRef90_A0A174FMF0	277.256
UniRef90_A0A174FMF0|unclassified	277.256
UniRef90_Q8AAQ1	277.001
UniRef90_Q8AAQ1|unclassified	277.001
UniRef90_R5B2I2	276.753
UniRef90_R5B2I2|unclassified	276.753
UniRef90_A0A0N7IAV0	275.956
UniRef90_A0A0N7IAV0|unclassified	275.956
UniRef90_A0A0P0FNN8	275.709
UniRef90_A0A0P0FNN8|unclassified	275.709
UniRef90_R5B030	275.611
UniRef90_R5B030|unclassified	275.611
UniRef90_Q8A883	275.417
UniRef90_Q8A883|unclassified	275.417
UniRef90_R5B174	275.312
UniRef90_R5B174|unclassified	275.312
UniRef90_A0A173ZEX6	275.212
UniRef90_A0A173ZEX6|unclassified	275.212
UniRef90_R5B036	274.988
UniRef90_R5B036|unclassified	274.988
UniRef90_R5AYI9	274.985
UniRef90_R5AYI9|unclassified	274.985
UniRef90_A0A0P0L9Z5	274.762
UniRef90_A0A0P0L9Z5|unclassified	274.762
UniRef90_A0A174NNM9	273.787
UniRef90_A0A174NNM9|unclassified	273.787
UniRef90_A0A174GF43	273.333
UniRef90_A0A174GF43|unclassified	273.333
UniRef90_A0A174G0D4	273.155
UniRef90_A0A174G0D4|unclassified	273.155
UniRef90_A0A174TBJ7	272.995
UniRef90_A0A174TBJ7|unclassified	272.995
UniRef90_A0A174IZS4	272.793
UniRef90_A0A174IZS4|unclassified	272.793
UniRef90_Q8AA33	272.511
UniRef90_Q8AA33|unclassified	272.511
UniRef90_Q5LJ28	272.484
UniRef90_Q5LJ28|unclassified	272.484
UniRef90_E5C750	272.463
UniRef90_E5C750|unclassified	272.463
UniRef90_R5BCL7	272.089
UniRef90_R5BCL7|unclassified	272.089
UniRef90_A0A174JWD5	271.93
UniRef90_A0A174JWD5|unclassified	271.93
UniRef90_A0A078PVT1	271.891
UniRef90_A0A078PVT1|unclassified	271.891
UniRef90_A0A174JYK3	271.359
UniRef90_A0A174JYK3|unclassified	271.359
UniRef90_R5B0B1	271.177
UniRef90_R5B0B1|unclassified	271.177
UniRef90_Q8A7Z4	271.029
UniRef90_Q8A7Z4|unclassified	271.029
UniRef90_R6J620	270.309
UniRef90_R6J620|unclassified	270.309
UniRef90_R5B0U4	269.871
UniRef90_R5B0U4|unclassified	269.871
UniRef90_C7XB95	269.839
UniRef90_C7XB95|unclassified	269.839
UniRef90_Q8A9C2	269.681
UniRef90_Q8A9C2|unclassified	269.681
UniRef90_D6CWC8	269.554
UniRef90_D6CWC8|unclassified	269.554
UniRef90_A0A173ZZH7	269.548
UniRef90_A0A173ZZH7|unclassified	269.548
UniRef90_A0A0P0FMY6	269.536
UniRef90_A0A0P0FMY6|unclassified	269.536
UniRef90_R5AV93	269.485
UniRef90_R5AV93|unclassified	269.485
UniRef90_A0A3E5HWN9	269.401
UniRef90_A0A3E5HWN9|unclassified	269.401
UniRef90_A0A174BE51	269.332
UniRef90_A0A174BE51|unclassified	269.332
UniRef90_R5B8G5	269.116
UniRef90_R5B8G5|unclassified	269.116
UniRef90_A0A174HU90	268.91
UniRef90_A0A174HU90|unclassified	268.91
UniRef90_Q8A528	268.341
UniRef90_Q8A528|unclassified	268.341
UniRef90_Q8A800	267.805
UniRef90_Q8A800|unclassified	267.805
UniRef90_A0A174FIW1	267.777
UniRef90_A0A174FIW1|unclassified	267.777
UniRef90_R6RVL3	267.665
UniRef90_R6RVL3|unclassified	267.665
UniRef90_D6CW93	267.193
UniRef90_D6CW93|unclassified	267.193
UniRef90_W6PQU0	266.962
UniRef90_W6PQU0|unclassified	266.962
UniRef90_A0A174DRY8	266.888
UniRef90_A0A174DRY8|unclassified	266.888
UniRef90_C9KW68	266.713
UniRef90_C9KW68|unclassified	266.713
UniRef90_D4WK38	266.485
UniRef90_D4WK38|unclassified	266.485
UniRef90_I9SVZ9	266.167
UniRef90_I9SVZ9|unclassified	266.167
UniRef90_D6D092	265.76
UniRef90_D6D092|unclassified	265.76
UniRef90_R5B7W9	264.902
UniRef90_R5B7W9|unclassified	264.902
UniRef90_Q8AAP2	264.726
UniRef90_Q8AAP2|unclassified	264.726
UniRef90_K1SB27	264.72
UniRef90_K1SB27|unclassified	264.72
UniRef90_A0A139L706	264.276
UniRef90_A0A139L706|unclassified	264.276
UniRef90_R5AXQ0	264.225
UniRef90_R5AXQ0|unclassified	264.225
UniRef90_R5AX16	264.153
UniRef90_R5AX16|unclassified	264.153
UniRef90_R5K610	263.596
UniRef90_R5K610|unclassified	263.596
UniRef90_A0A0P0F343	263.24
UniRef90_A0A0P0F343|unclassified	263.24
UniRef90_R6DFM3	263.208
UniRef90_R6DFM3|unclassified	263.208
UniRef90_A0A174VCL6	262.728
UniRef90_A0A174VCL6|unclassified	262.728
UniRef90_A0A139L6J7	262.614
